decade,performer,chart_weeks,share_of_decade_weeks
2010s,Idina Menzel & AURORA,4,7.7e-05
2010s,G-Eazy Featuring Remo,4,7.7e-05
2010s,Young The Giant,4,7.7e-05
2010s,Calvin Harris Featuring Future & Khalid,4,7.7e-05
2010s,Descendants 2 Cast,4,7.7e-05
2010s,Matt McAndrew,4,7.7e-05
2010s,Chris Brown Featuring Benny Benassi,4,7.7e-05
2010s,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie",4,7.7e-05
2010s,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",4,7.7e-05
2010s,Hoodie Allen Featuring Ed Sheeran,4,7.7e-05
2010s,Cobra Starship,4,7.7e-05
2010s,"Diplo, French Montana & Lil Pump Featuring Zhavia Ward",4,7.7e-05
2010s,Lil Yachty Featuring Migos,4,7.7e-05
2010s,Lil Yachty Featuring NBA YoungBoy,4,7.7e-05
2010s,Nate Ruess,4,7.7e-05
2010s,Kanye West Featuring PARTYNEXTDOOR,4,7.7e-05
2010s,Natasha Bedingfield,4,7.7e-05
2010s,"Bridgit Mendler, Adam Hicks, Naomi Scott & Hayley Kiyoko",4,7.7e-05
2010s,Gucci Mane Featuring Plies Or OJ Da Juiceman,4,7.7e-05
2010s,Glee Cast Featuring Kristin Chenoweth,4,7.7e-05
2010s,Ed Sheeran & Travis Scott,4,7.7e-05
2010s,Post Malone Featuring Meek Mill & Lil Baby,4,7.7e-05
2010s,OG Maco Featuring 2 Chainz,4,7.7e-05
2010s,Offset,4,7.7e-05
2010s,Flume Featuring Tove Lo,4,7.7e-05
2010s,Jesse McCartney Featuring T-Pain,4,7.7e-05
2010s,"Artists Of Then, Now & Forever",4,7.7e-05
2010s,Maejor Ali Featuring Juicy J & Justin Bieber,4,7.7e-05
2010s,Chedda Da Connect,4,7.7e-05
2010s,Loren Allred,4,7.7e-05
2010s,Enrique Iglesias Featuring Romeo Santos,4,7.7e-05
2010s,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",4,7.7e-05
2010s,Eminem Featuring Beyonce,4,7.7e-05
2010s,Dennis Lloyd,4,7.7e-05
2010s,Ludacris Featuring Kelly Rowland,4,7.7e-05
2010s,Machine Gun Kelly,4,7.7e-05
2010s,Lord Huron,4,7.7e-05
2010s,Ugly God,4,7.7e-05
2010s,YNW Melly & Juice WRLD,4,7.7e-05
2010s,Snoop Dogg Featuring T-Pain,4,7.7e-05
2010s,Lil Mosey x Gunna,4,7.7e-05
2010s,Kristen Bell & Santino Fontana,4,7.7e-05
2010s,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",4,7.7e-05
2010s,Trippie Redd Featuring Juice WRLD & YNW Melly,4,7.7e-05
2010s,Future & Young Thug Featuring Offset,4,7.7e-05
2010s,Calvin Harris Featuring Kehlani & Lil Yachty,4,7.7e-05
2010s,Cage The Elephant,4,7.7e-05
2010s,Pitbull Featuring Flo Rida & LunchMoney Lewis,4,7.7e-05
2010s,Kendrick Lamar Featuring MC Eiht,3,5.7e-05
2010s,Kendrick Lamar Featuring U2,3,5.7e-05
2010s,6ix9ine Featuring A Boogie Wit da Hoodie,3,5.7e-05
2010s,Zendaya Featuring Chris Brown,3,5.7e-05
2010s,50 Cent Featuring Eminem & Adam Levine,3,5.7e-05
2010s,DJ Suede The Remix God,3,5.7e-05
2010s,Don Toliver,3,5.7e-05
2010s,Big Sean Featuring Eminem,3,5.7e-05
2010s,The-Dream,3,5.7e-05
2010s,Thirty Seconds To Mars,3,5.7e-05
2010s,"Dreamville Featuring J. Cole, Lute & DaBaby",3,5.7e-05
2010s,Andrew McMahon In The Wilderness,3,5.7e-05
2010s,Anne Hathaway,3,5.7e-05
2010s,Tim McGraw & Faith Hill,3,5.7e-05
2010s,Gucci Mane Featuring The Weeknd,3,5.7e-05
2010s,"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik",3,5.7e-05
2010s,Antoine Dodson & The Gregory Brothers Featuring Kelly Dodson,3,5.7e-05
2010s,"Ross Lynch, Grace Phipps And Jason Evigan",3,5.7e-05
2010s,Drake Featuring 2 Chainz & Young Thug,3,5.7e-05
2010s,Christina Perri Featuring Steve Kazee,3,5.7e-05
2010s,The Weeknd Featuring Ed Sheeran,3,5.7e-05
2010s,The Killers,3,5.7e-05
2010s,Christina Grimmie,3,5.7e-05
2010s,Dave Matthews Band,3,5.7e-05
2010s,Justin Timberlake & Matt Morris Featuring Charlie Sexton,3,5.7e-05
2010s,Justin Bieber Featuring Travi$ Scott,3,5.7e-05
2010s,Alice Merton,3,5.7e-05
2010s,Kelly Clarkson Featuring Vince Gill,3,5.7e-05
2010s,Ambjaay,3,5.7e-05
2010s,Lil Wayne Featuring XXXTENTACION,3,5.7e-05
2010s,Lil Baby Featuring Future,3,5.7e-05
2010s,Lil Skies Featuring Yung Pinch,3,5.7e-05
2010s,Lauren Duski,3,5.7e-05
2010s,A$AP Ferg Featuring Future,3,5.7e-05
2010s,Post Malone Featuring G-Eazy & YG,3,5.7e-05
2010s,Pusha T,3,5.7e-05
2010s,Tegan And Sara Featuring The Lonely Island,3,5.7e-05
2010s,Tegan And Sara,3,5.7e-05
2010s,Cardi B Featuring Chance The Rapper,3,5.7e-05
2010s,TK Kravitz Featuring Jacqueez,3,5.7e-05
2010s,G-Eazy Featuring Marc E. Bassy,3,5.7e-05
2010s,Bella Thorne & Zendaya,3,5.7e-05
2010s,Bhad Bhabie Featuring Lil Yachty,3,5.7e-05
2010s,Idina Menzel & Evan Rachel Wood,3,5.7e-05
2010s,Reik Featuring Ozuna & Wisin,3,5.7e-05
2010s,Beyonce Featuring The Weeknd,3,5.7e-05
2010s,Natti Natasha x Ozuna,3,5.7e-05
2010s,Future Featuring Travis Scott,3,5.7e-05
2010s,Drake Featuring Static Major & Ty Dolla $ign,3,5.7e-05
2010s,Chris Brown Featuring Justin Bieber,3,5.7e-05
2010s,Pistol Annies,3,5.7e-05
2010s,Eminem Featuring Royce Da 5'9,3,5.7e-05
2010s,Emblem3,3,5.7e-05
2010s,TakeOff,3,5.7e-05
2010s,General Larry Platt,3,5.7e-05
2010s,Meek Mill Featuring Fabolous & Anuel AA,3,5.7e-05
2010s,Godsmack,3,5.7e-05
2010s,Britt Nicole,3,5.7e-05
2010s,Craig Wayne Boyd,3,5.7e-05
2010s,Common & John Legend,3,5.7e-05
2010s,Queen,3,5.7e-05
2010s,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",3,5.7e-05
2010s,Justin Bieber Featuring Chance The Rapper,3,5.7e-05
2010s,Lil Jon Featuring Tyga,3,5.7e-05
2010s,Future Featuring Kanye West,3,5.7e-05
2010s,Karol G & Nicki Minaj,3,5.7e-05
2010s,Ray J Featuring Bobby Brackins,3,5.7e-05
2010s,Jacob Sartorius,3,5.7e-05
2010s,Future & Young Thug,3,5.7e-05
2010s,Carrie Underwood Featuring Ludacris,3,5.7e-05
2010s,Nipsey Hussle Featuring YG,3,5.7e-05
2010s,Nipsey Hussle Featuring Belly & DOM KENNEDY,3,5.7e-05
2010s,Summer Walker Featuring Jhene Aiko,3,5.7e-05
2010s,Liam Payne & Rita Ora,3,5.7e-05
2010s,Josh Kelley,3,5.7e-05
2010s,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo",3,5.7e-05
2010s,Snootie Wild Featuring K Camp,3,5.7e-05
2010s,Vicci Martinez,3,5.7e-05
2010s,Afrojack Featuring Chris Brown,3,5.7e-05
2010s,Trippie Redd Featuring Juice WRLD,3,5.7e-05
2010s,"French Montana Featuring Post Malone, Cardi B & Rvssian",3,5.7e-05
2010s,BTS Featuring Nicki Minaj,3,5.7e-05
2010s,Rod Wave & Kevin Gates,3,5.7e-05
2010s,Rick Ross Featuring Drake,3,5.7e-05
2010s,Diplo Presents Thomas Wesley Featuring Morgan Wallen,3,5.7e-05
2010s,"DJ Drama Featuring Fabolous, Roscoe Dash & Wiz Khalifa",3,5.7e-05
2010s,Enrique Iglesias Featuring Pitbull & The WAV.s,3,5.7e-05
2010s,David Bowie,3,5.7e-05
2010s,"Jay-Z, Rihanna & Kanye West",3,5.7e-05
2010s,"Steve Aoki, Chris Lake & Tujamo Featuring Kid Ink",3,5.7e-05
2010s,Chief Keef Featuring Lil Reese,3,5.7e-05
2010s,Ester Dean Featuring Chris Brown,3,5.7e-05
2010s,"China Anne McClain, Thomas Doherty & Dylan Playfair",3,5.7e-05
2010s,Erykah Badu,3,5.7e-05
2010s,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,3,5.7e-05
2010s,Roddy Ricch Featuring A Boogie Wit da Hoodie,3,5.7e-05
2010s,Khalid & Swae Lee,3,5.7e-05
2010s,"Kid Ink, Tyga, Wale, YG & Rich Homie Quan",3,5.7e-05
2010s,A Boogie Wit da Hoodie Featuring Juice WRLD,3,5.7e-05
2010s,6ix9ine Featuring Lil Baby,3,5.7e-05
2010s,Zayn Featuring PARTYNEXTDOOR,3,5.7e-05
2010s,"21 Savage, Offset & Metro Boomin Featuring Quavo",3,5.7e-05
2010s,3OH!3 Featuring Neon Hitch,2,3.8e-05
2010s,Zach Sobiech,2,3.8e-05
2010s,YoungBoy Never Broke Again Featuring Kevin Gates & Quando Rondo,2,3.8e-05
2010s,A Boogie Wit da Hoodie Featuring Lil Uzi Vert,2,3.8e-05
2010s,Kid Cudi Featuring King Chip,2,3.8e-05
2010s,Roddy Ricch Featuring Meek Mill,2,3.8e-05
2010s,DJ Khaled Featuring Kanye West & Rick Ross,2,3.8e-05
2010s,"SZA, The Weeknd & Travis Scott",2,3.8e-05
2010s,Russ & BIA,2,3.8e-05
2010s,DaBaby Featuring Migos,2,3.8e-05
2010s,DaBaby Featuring Kevin Gates,2,3.8e-05
2010s,Empire Cast Featuring Estelle & Jussie Smollett,2,3.8e-05
2010s,Ozuna x Manuel Turizo,2,3.8e-05
2010s,Eminem Featuring Gwen Stefani,2,3.8e-05
2010s,Perry Como,2,3.8e-05
2010s,China Anne McClain,2,3.8e-05
2010s,Chiddy Bang,2,3.8e-05
2010s,Charice Featuring Iyaz,2,3.8e-05
2010s,Ozuna,2,3.8e-05
2010s,Evanescence,2,3.8e-05
2010s,Opetaia Foa'i & Lin-Manuel Miranda,2,3.8e-05
2010s,Olly Murs Featuring Chiddy Bang,2,3.8e-05
2010s,Solange,2,3.8e-05
2010s,"Fergie, Q-Tip & GoonRock",2,3.8e-05
2010s,Fantasia Featuring Kelly Rowland & Missy Elliott,2,3.8e-05
2010s,Nipsey Hussle Featuring Kendrick Lamar,2,3.8e-05
2010s,T-Pain Featuring Lil Wayne,2,3.8e-05
2010s,Sundance Head,2,3.8e-05
2010s,Sugarland Featuring Taylor Swift,2,3.8e-05
2010s,Cher Lloyd Featuring Becky G,2,3.8e-05
2010s,Charlie Worsham,2,3.8e-05
2010s,A Great Big World Featuring FUTURISTIC,2,3.8e-05
2010s,K'Naan Featuring Nelly Furtado,2,3.8e-05
2010s,Lifehouse Featuring Natasha Bedingfield,2,3.8e-05
2010s,Lee DeWyze & Crystal Bowersox,2,3.8e-05
2010s,Nicki Minaj X Mike WiLL Made-It,2,3.8e-05
2010s,YG Featuring A$AP Rocky,2,3.8e-05
2010s,Adam Wakefield,2,3.8e-05
2010s,Aaron Lewis Featuring George Jones & Charlie Daniels,2,3.8e-05
2010s,Justin Bieber Featuring Busta Rhymes,2,3.8e-05
2010s,Lil Jon Featuring 3OH!3,2,3.8e-05
2010s,"Tainy, Anuel AA & Ozuna",2,3.8e-05
2010s,G-Eazy,2,3.8e-05
2010s,Future Featuring Nicki Minaj,2,3.8e-05
2010s,Calum Scott,2,3.8e-05
2010s,Cardi B & YG,2,3.8e-05
2010s,Camila Cabello Featuring DaBaby,2,3.8e-05
2010s,Ed Sheeran With Chris Stapleton & Bruno Mars,2,3.8e-05
2010s,Shawn Mendes Featuring Khalid,2,3.8e-05
2010s,Chris Brown Featuring Future & Young Thug,2,3.8e-05
2010s,Chris Brown Featuring Aaliyah,2,3.8e-05
2010s,Drake Featuring Young Thug,2,3.8e-05
2010s,Drake Featuring Sampha,2,3.8e-05
2010s,Lil Uzi Vert Featuring Pharrell Williams,2,3.8e-05
2010s,Alabama Shakes,2,3.8e-05
2010s,Xenia,2,3.8e-05
2010s,Garrett Hedlund & Leighton Meester,2,3.8e-05
2010s,NEEDTOBREATHE Featuring Gavin DeGraw,2,3.8e-05
2010s,Drake Featuring Pimp C & dvsn,2,3.8e-05
2010s,A$AP Rocky Featuring ScHoolboy Q,2,3.8e-05
2010s,A$AP Rocky Featuring Rod Stewart x Miguel x Mark Ronson,2,3.8e-05
2010s,A$AP Rocky Featuring Moby,2,3.8e-05
2010s,A$AP Ferg,2,3.8e-05
2010s,Pitbull Featuring T-Pain & Sean Paul,2,3.8e-05
2010s,Pitbull Featuring Shakira,2,3.8e-05
2010s,Moneybagg Yo X Megan Thee Stallion,2,3.8e-05
2010s,"Missy ""Misdemeanor"" Elliott",2,3.8e-05
2010s,Glee Cast Featuring Ricky Martin,2,3.8e-05
2010s,Tessanne Chin,2,3.8e-05
2010s,Terry McDermott,2,3.8e-05
2010s,The Chainsmokers Featuring XYLO,2,3.8e-05
2010s,The Chainsmokers & ILLENIUM Featuring Lennon Stella,2,3.8e-05
2010s,Glee Cast Featuring Neil Patrick Harris,2,3.8e-05
2010s,Glee Cast Featuring Idina Menzel,2,3.8e-05
2010s,Glee Cast Featuring 2Cellos,2,3.8e-05
2010s,Migos Featuring Travis Scott,2,3.8e-05
2010s,Gucci Mane Featuring Offset,2,3.8e-05
2010s,N.W.A,2,3.8e-05
2010s,Ed Sheeran Featuring Camila Cabello & Cardi B,2,3.8e-05
2010s,Eazy-E,2,3.8e-05
2010s,Prince Royce Featuring Jennifer Lopez & Pitbull,2,3.8e-05
2010s,Post Malone Featuring SZA,2,3.8e-05
2010s,Post Malone Featuring Justin Bieber,2,3.8e-05
2010s,"Dreamville Featuring JID, Bas, J. Cole, EARTHGANG & Young Nudy",2,3.8e-05
2010s,Drake Featuring Kanye West,2,3.8e-05
2010s,Gwyneth Paltrow,2,3.8e-05
2010s,Migos Featuring 21 Savage,2,3.8e-05
2010s,Michelle Chamuel,2,3.8e-05
2010s,Wiz Khalifa Featuring Travi$ Scott,2,3.8e-05
2010s,Juliet Simms,2,3.8e-05
2010s,Joyner Lucas Featuring Logic,2,3.8e-05
2010s,Melanie Martinez,2,3.8e-05
2010s,"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",2,3.8e-05
2010s,The Weeknd Featuring Gesaffelstein,2,3.8e-05
2010s,The Weeknd Featuring Future,2,3.8e-05
2010s,The Lonely Island Featuring Michael Bolton,2,3.8e-05
2010s,Drake Featuring Jorja Smith & Black Coffee,2,3.8e-05
2010s,Drake Featuring Jhene Aiko,2,3.8e-05
2010s,Chris Jamison,2,3.8e-05
2010s,Christopher Wilde,2,3.8e-05
2010s,Dove Cameron,2,3.8e-05
2010s,Lil Wayne Featuring Travis Scott,2,3.8e-05
2010s,Hilary Duff,2,3.8e-05
2010s,Hannah Montana,2,3.8e-05
2010s,Meek Mill Featuring Rick Ross & JAY-Z,2,3.8e-05
2010s,Meek Mill Featuring Nicki Minaj,2,3.8e-05
2010s,Big Sean & Metro Boomin Featuring 21 Savage,2,3.8e-05
2010s,Birdman Featuring Drake & Lil Wayne,2,3.8e-05
2010s,Bing Crosby,2,3.8e-05
2010s,Three 6 Mafia Vs. Tiesto With Sean Kingston & Flo Rida,2,3.8e-05
2010s,Matthew Schuler,2,3.8e-05
2010s,Wiz Khalifa & Iggy Azalea,2,3.8e-05
2010s,Josh Kaufman,2,3.8e-05
2010s,Christina Aguilera With Blake Shelton,2,3.8e-05
2010s,Christina Aguilera Featuring Nicki Minaj,2,3.8e-05
2010s,Creed,2,3.8e-05
2010s,Diddy - Dirty Money Featuring Drake,2,3.8e-05
2010s,Beyonce Featuring Drake,2,3.8e-05
2010s,Mason Ramsey,2,3.8e-05
2010s,Meek Mill Featuring Future,2,3.8e-05
2010s,Meek Mill Featuring Cardi B,2,3.8e-05
2010s,"Hustle Gang Featuring T.I., B.o.B, Kendrick Lamar & Kris Stephens",2,3.8e-05
2010s,Hugh Laurie,2,3.8e-05
2010s,Bella Thorne,2,3.8e-05
2010s,J. Cole Featuring kiLL edward,2,3.8e-05
2010s,Beyonce Featuring Lady Gaga,2,3.8e-05
2010s,Beyonce Featuring Kendrick Lamar,2,3.8e-05
2010s,Beyonce Featuring Jack White,2,3.8e-05
2010s,"Ke$ha Featuring Lil Wayne, Wiz Khalifa, T.I. & Andre 3000",2,3.8e-05
2010s,"Kanye West, R. Kelly",2,3.8e-05
2010s,Kygo & Imagine Dragons,2,3.8e-05
2010s,Madonna Featuring Nicki Minaj,2,3.8e-05
2010s,Janet Featuring J. Cole,2,3.8e-05
2010s,Jamie N Commons & X Ambassadors,2,3.8e-05
2010s,Jake Paul Featuring Team 10,2,3.8e-05
2010s,Trippie Redd Featuring Lil Baby & Lil Duke,2,3.8e-05
2010s,John Mayer Featuring Katy Perry,2,3.8e-05
2010s,John & Yoko/The Plastic Ono Band With The Harlem Community Choir,2,3.8e-05
2010s,Jimmy Fallon Featuring will.i.am,2,3.8e-05
2010s,Jhene Aiko Featuring Big Sean,2,3.8e-05
2010s,Ariana Grande & Victoria Monet,2,3.8e-05
2010s,Ariana Grande & Nathan Sykes,2,3.8e-05
2010s,V.I.C.,2,3.8e-05
2010s,U2,2,3.8e-05
2010s,BTS Featuring Lauv,2,3.8e-05
2010s,Ricky Martin Featuring Natalia Jimenez,2,3.8e-05
2010s,Rick Ross Featuring Lil Wayne Or T.I.,2,3.8e-05
2010s,Rick Ross Featuring Drake & French Montana,2,3.8e-05
2010s,Sam Smith Featuring Logic,2,3.8e-05
2010s,Jeezy Featuring Jay Z,2,3.8e-05
2010s,"Jay-Z, Bono, The Edge & Rihanna",2,3.8e-05
2010s,Ludacris Featuring Miguel,2,3.8e-05
2010s,Jamie Foxx Featuring Chris Brown,2,3.8e-05
2010s,MIKA Featuring Ariana Grande,2,3.8e-05
2010s,Bad Meets Evil,2,3.8e-05
2010s,Darlene Love,2,3.8e-05
2010s,"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",2,3.8e-05
2010s,"""Weird Al"" Yankovic",2,3.8e-05
2010s,B.o.B Featuring Andre 3000,2,3.8e-05
2010s,Avril Lavigne Featuring Chad Kroeger,2,3.8e-05
2010s,Jennifer Lopez Featuring French Montana,2,3.8e-05
2010s,Jennifer Hudson & Ne-Yo Featuring Rick Ross,2,3.8e-05
2010s,Kellie Pickler,2,3.8e-05
2010s,Kendrick Lamar & Travis Scott,2,3.8e-05
2010s,DJ Khaled Featuring Nipsey Hussle & John Legend,2,3.8e-05
2010s,"2 Chainz, Drake & Quavo",2,3.8e-05
2010s,2 Chainz Featuring YG & Offset,2,3.8e-05
2010s,2 Chainz Featuring Lil Wayne,2,3.8e-05
2010s,2 Chainz Featuring Ariana Grande,2,3.8e-05
2010s,50 Cent Featuring Dr. Dre & Alicia Keys,1,1.9e-05
2010s,2 Chainz Featuring Drake & Lil Wayne,1,1.9e-05
2010s,2 Chainz Featuring Kendrick Lamar,1,1.9e-05
2010s,"21 Savage, Offset & Metro Boomin",1,1.9e-05
2010s,deadmau5 Featuring Greta Svabo Bech,1,1.9e-05
2010s,for KING & COUNTRY,1,1.9e-05
2010s,gnash Featuring Johnny Yukon,1,1.9e-05
2010s,j-hope Featuring Becky G.,1,1.9e-05
2010s,"Kendrick Lamar Featuring Bilal, Anna Wise & Thundercat",1,1.9e-05
2010s,"Kendrick Lamar Featuring Bilal, Anna Wise & Snoop Dogg",1,1.9e-05
2010s,Kris Wu,1,1.9e-05
2010s,Koryn Hawthorne,1,1.9e-05
2010s,Kodak Black Featuring Lil Pump,1,1.9e-05
2010s,Kodak Black Featuring Juice WRLD,1,1.9e-05
2010s,Kodak Black Featuring Future,1,1.9e-05
2010s,A Boogie Wit da Hoodie Featuring 21 Savage,1,1.9e-05
2010s,6ix9ine Featuring Tory Lanez & Young Thug,1,1.9e-05
2010s,Young Thug Featuring Lil Uzi Vert,1,1.9e-05
2010s,Lana Del Rey Featuring The Weeknd,1,1.9e-05
2010s,Katy Tiz,1,1.9e-05
2010s,Kaskade Featuring Neon Trees,1,1.9e-05
2010s,Kygo Featuring Conrad,1,1.9e-05
2010s,Kygo & Ellie Goulding,1,1.9e-05
2010s,Kanye West Featuring Ty Dolla $ign & Ant Clemons,1,1.9e-05
2010s,Rick Ross Featuring Kanye West & Big Sean,1,1.9e-05
2010s,Rick Ross Featuring JAY Z,1,1.9e-05
2010s,Rick Ross Featuring Chris Brown,1,1.9e-05
2010s,"DJ Khaled Featuring Big Sean, Kendrick Lamar & Betty Wright",1,1.9e-05
2010s,DJ Khaled & Calvin Harris Featuring Travis Scott & Jeremih,1,1.9e-05
2010s,"DJ Drama Featuring Wale, Tyga & Roscoe Dash",1,1.9e-05
2010s,Curren$Y Featuring August Alsina & Lil Wayne,1,1.9e-05
2010s,Crystal Bowersox,1,1.9e-05
2010s,Sara Ramirez,1,1.9e-05
2010s,Samantha Barks,1,1.9e-05
2010s,Sam Palladio & Clare Bowen,1,1.9e-05
2010s,Sam Adams,1,1.9e-05
2010s,"DJ Khaled Featuring Travis Scott, Rick Ross & Big Sean",1,1.9e-05
2010s,Damien,1,1.9e-05
2010s,DaBaby Featuring Stunna 4 Vegas,1,1.9e-05
2010s,Rise Against,1,1.9e-05
2010s,Queen & David Bowie,1,1.9e-05
2010s,Christina Aguilera & Chris Mann,1,1.9e-05
2010s,Clean Bandit Featuring Julia Michaels,1,1.9e-05
2010s,Sean Paul,1,1.9e-05
2010s,Sean Kingston,1,1.9e-05
2010s,ScHoolboy Q Featuring 21 Savage,1,1.9e-05
2010s,ScHoolboy Q + Travis Scott,1,1.9e-05
2010s,Dev & Enrique Iglesias,1,1.9e-05
2010s,RiceGum Featuring Alissa Violet,1,1.9e-05
2010s,Rej3ctz,1,1.9e-05
2010s,Reeve Carney Featuring Bono & The Edge,1,1.9e-05
2010s,Rebecca Black & Dave Days,1,1.9e-05
2010s,"Dove Cameron, Sofia Carson, Booboo Stewart, Cameron Boyce, Thomas Doherty, China Anne McClain & Dylan Playfair",1,1.9e-05
2010s,David Guetta Featuring Taio Cruz & Ludacris,1,1.9e-05
2010s,Rick Ross Featuring Young Thug & Wale,1,1.9e-05
2010s,Rick Ross Featuring Ne-Yo,1,1.9e-05
2010s,Quavo Featuring Lil Baby,1,1.9e-05
2010s,Quavo Featuring Drake,1,1.9e-05
2010s,Quavo Featuring 21 Savage,1,1.9e-05
2010s,Chris Medina,1,1.9e-05
2010s,Chris Jamison & Adam Levine,1,1.9e-05
2010s,Shania Twain,1,1.9e-05
2010s,Shakira Featuring Nicky Jam,1,1.9e-05
2010s,Chuck Berry,1,1.9e-05
2010s,Christopher Wilde & Anna Margaret,1,1.9e-05
2010s,Christina Grimmie & Adam Levine,1,1.9e-05
2010s,Don Omar,1,1.9e-05
2010s,Disney's Friends For Change,1,1.9e-05
2010s,Rae Sremmurd & Travis Scott,1,1.9e-05
2010s,ROCKMAFIA,1,1.9e-05
2010s,R. Kelly Featuring 2 Chainz,1,1.9e-05
2010s,R. Kelly,1,1.9e-05
2010s,Ed Sheeran Featuring Eminem & 50 Cent,1,1.9e-05
2010s,Pharrell Williams x Camila Cabello,1,1.9e-05
2010s,Slaughterhouse Featuring Eminem,1,1.9e-05
2010s,Shiny Toy Guns,1,1.9e-05
2010s,"Sheryl Crow, Kid Rock & Keith Urban",1,1.9e-05
2010s,Chris Brown Featuring Justin Bieber & Ink,1,1.9e-05
2010s,Christina Aguilera & Beverly McClellan,1,1.9e-05
2010s,PnB Rock & XXXTENTACION,1,1.9e-05
2010s,Plies Featuring Kodak Black,1,1.9e-05
2010s,Duck Sauce,1,1.9e-05
2010s,Pusha T Kanye West,1,1.9e-05
2010s,Pusha T Featuring Kanye West,1,1.9e-05
2010s,"Dreamville Featuring Bas, JID, Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God",1,1.9e-05
2010s,Drake Featuring Birdman,1,1.9e-05
2010s,Drake Featuring Alicia Keys,1,1.9e-05
2010s,Quavo Featuring Travis Scott,1,1.9e-05
2010s,Eminem Featuring Jessie Reyez,1,1.9e-05
2010s,Eminem Featuring Dr. Dre,1,1.9e-05
2010s,Eminem & Jessie Reyez,1,1.9e-05
2010s,Emily Ann Roberts,1,1.9e-05
2010s,Paul McCartney,1,1.9e-05
2010s,Panic! At The Disco Featuring Lolo,1,1.9e-05
2010s,PSY Featuring Snoop Dogg,1,1.9e-05
2010s,PSY Featuring CL,1,1.9e-05
2010s,"Sofia Carson, Cameron Boyce, Booboo Stewart & Mitchell Hope",1,1.9e-05
2010s,Chris Blue,1,1.9e-05
2010s,Chloe Kohanski,1,1.9e-05
2010s,Snow Patrol,1,1.9e-05
2010s,Dua Lipa & BLACKPINK,1,1.9e-05
2010s,Elvis Presley,1,1.9e-05
2010s,Eddie Vedder,1,1.9e-05
2010s,Ed Sheeran Featuring YEBBA,1,1.9e-05
2010s,Offset Featuring  J. Cole,1,1.9e-05
2010s,Chance The Rapper Featuring John Legend,1,1.9e-05
2010s,Chance The Rapper Featuring Death Cab For Cutie,1,1.9e-05
2010s,Chance The Rapper,1,1.9e-05
2010s,Cashmere Cat Featuring Ariana Grande,1,1.9e-05
2010s,Steve Aoki Featuring BTS,1,1.9e-05
2010s,Soundgarden,1,1.9e-05
2010s,Sophia Grace,1,1.9e-05
2010s,Solange Featuring Sampha,1,1.9e-05
2010s,Soko,1,1.9e-05
2010s,Enrique Iglesias Featuring Marco Antonio Solis,1,1.9e-05
2010s,Enrique Iglesias Featuring Bad Bunny,1,1.9e-05
2010s,Empire Cast Featuring Jussie Smollett,1,1.9e-05
2010s,P!nk Featuring Chris Stapleton,1,1.9e-05
2010s,Eminem Featuring P!nk,1,1.9e-05
2010s,Eminem Featuring Kobe,1,1.9e-05
2010s,OK Go,1,1.9e-05
2010s,Nipsey Hussle Featuring Stacy Barthe,1,1.9e-05
2010s,T.I. Featuring Big K.R.I.T.,1,1.9e-05
2010s,T.I. Featuring B.o.B.,1,1.9e-05
2010s,T-Pain Featuring Rick Ross,1,1.9e-05
2010s,T-Pain,1,1.9e-05
2010s,Swae Lee Featuring Slim Jxmmi,1,1.9e-05
2010s,Swae Lee Featuring Drake,1,1.9e-05
2010s,Summer Walker Featuring A Boogie Wit da Hoodie,1,1.9e-05
2010s,Chance The Rapper Featuring Ty Dolla $ign,1,1.9e-05
2010s,Faith Hill,1,1.9e-05
2010s,Estelle,1,1.9e-05
2010s,Enya,1,1.9e-05
2010s,Omarion Featuring Gucci Mane,1,1.9e-05
2010s,Olivia O'Brien,1,1.9e-05
2010s,Offset Featuring Travis Scott & 21 Savage,1,1.9e-05
2010s,"Calvin Harris Featuring Young Thug, Pharrell Williams & Ariana Grande",1,1.9e-05
2010s,Casey Weston,1,1.9e-05
2010s,Carly Rae Jepsen Featuring Nicki Minaj,1,1.9e-05
2010s,Carly Rae Jepsen Featuring Justin Bieber,1,1.9e-05
2010s,Carlos Vives & Shakira,1,1.9e-05
2010s,T.I. Featuring Chris Brown,1,1.9e-05
2010s,Nicole Scherzinger,1,1.9e-05
2010s,Flo Rida Featuring Jason Derulo,1,1.9e-05
2010s,"Five Finger Death Punch Featuring Kenny Wayne Shepherd, Brantley Gilbert & Brian May",1,1.9e-05
2010s,Five Finger Death Punch,1,1.9e-05
